; Number of ROIs: 5
; File Dimension: 772 x 653
;
; ROI name: veg1
; ROI rgb value: {0, 255, 0}
; ROI npts: 1000
;
; ROI name: shadow1
; ROI rgb value: {109, 109, 109}
; ROI npts: 1000
;
; ROI name: water1
; ROI rgb value: {0, 255, 255}
; ROI npts: 1000
;
; ROI name: road1
; ROI rgb value: {255, 0, 0}
; ROI npts: 1000
;
; ROI name: building1
; ROI rgb value: {0, 0, 255}
; ROI npts: 1000
;
; File X, File Y, Lat, Lon, B1, B2, B3, B4
 240,   22,  32.09384066,  118.79429115,  0.112100,  0.091300,  0.069400,  0.144100
 315,   23,  32.09375083,  118.80102851,  0.110800,  0.087300,  0.068600,  0.112500
 316,   23,  32.09375083,  118.80111835,  0.110800,  0.087300,  0.068600,  0.112500
 314,   23,  32.09375083,  118.80093868,  0.113900,  0.090900,  0.071000,  0.123400
 313,   23,  32.09375083,  118.80084885,  0.114200,  0.089700,  0.072200,  0.128700
 317,   23,  32.09375083,  118.80120818,  0.110800,  0.086600,  0.067800,  0.108900
 314,   24,  32.09366100,  118.80093868,  0.111900,  0.087400,  0.070300,  0.119300
 315,   24,  32.09366100,  118.80102851,  0.110000,  0.084400,  0.068700,  0.100400
 317,   24,  32.09366100,  118.80120818,  0.110600,  0.085400,  0.068100,  0.109500
 313,   24,  32.09366100,  118.80084885,  0.114900,  0.089100,  0.072100,  0.121100
 316,   24,  32.09366100,  118.80111835,  0.110000,  0.084400,  0.068700,  0.100400
 314,   25,  32.09357117,  118.80093868,  0.111500,  0.086100,  0.069600,  0.115600
 313,   25,  32.09357117,  118.80084885,  0.111700,  0.091200,  0.070600,  0.134800
 317,   25,  32.09357117,  118.80120818,  0.110900,  0.086700,  0.068400,  0.140300
 315,   25,  32.09357117,  118.80102851,  0.110000,  0.085200,  0.067700,  0.113500
 316,   25,  32.09357117,  118.80111835,  0.110000,  0.085200,  0.067700,  0.113500
 315,   26,  32.09348134,  118.80102851,  0.110100,  0.089100,  0.067200,  0.132700
 314,   26,  32.09348134,  118.80093868,  0.111200,  0.088000,  0.069300,  0.126600
 313,   26,  32.09348134,  118.80084885,  0.110800,  0.090300,  0.071600,  0.130400
 316,   26,  32.09348134,  118.80111835,  0.110100,  0.089100,  0.067200,  0.132700
 317,   26,  32.09348134,  118.80120818,  0.113200,  0.090700,  0.071000,  0.141600
 314,   27,  32.09339150,  118.80093868,  0.110300,  0.087600,  0.069600,  0.129700
 315,   27,  32.09339150,  118.80102851,  0.112000,  0.087900,  0.069400,  0.131900
 316,   27,  32.09339150,  118.80111835,  0.112000,  0.087900,  0.069400,  0.131900
 317,   27,  32.09339150,  118.80120818,  0.114100,  0.090900,  0.076100,  0.144000
 313,   27,  32.09339150,  118.80084885,  0.111200,  0.086800,  0.071300,  0.117600
 698,   37,  32.09249319,  118.83543399,  0.106900,  0.084500,  0.063600,  0.129300
 699,   37,  32.09249319,  118.83552382,  0.108400,  0.085100,  0.064900,  0.130000
 700,   37,  32.09249319,  118.83561365,  0.107700,  0.086200,  0.067400,  0.119000
 701,   37,  32.09249319,  118.83570348,  0.106200,  0.084400,  0.066600,  0.113100
 702,   37,  32.09249319,  118.83579332,  0.107300,  0.083900,  0.064700,  0.106900
 698,   38,  32.09240336,  118.83543399,  0.107100,  0.085200,  0.068500,  0.119300
 699,   38,  32.09240336,  118.83552382,  0.107200,  0.084100,  0.067000,  0.109500
 702,   38,  32.09240336,  118.83579332,  0.106900,  0.081700,  0.063500,  0.095200
 700,   38,  32.09240336,  118.83561365,  0.108800,  0.086000,  0.068500,  0.104800
 701,   38,  32.09240336,  118.83570348,  0.107300,  0.082900,  0.066300,  0.098900
 698,   39,  32.09231353,  118.83543399,  0.110500,  0.086800,  0.070200,  0.106000
 699,   39,  32.09231353,  118.83552382,  0.109600,  0.085300,  0.069100,  0.102300
 700,   39,  32.09231353,  118.83561365,  0.108700,  0.083400,  0.068900,  0.097700
 701,   39,  32.09231353,  118.83570348,  0.109100,  0.083500,  0.067300,  0.096900
 702,   39,  32.09231353,  118.83579332,  0.109600,  0.086700,  0.070100,  0.104900
 702,   40,  32.09222369,  118.83579332,  0.111300,  0.088700,  0.075200,  0.127200
 698,   40,  32.09222369,  118.83543399,  0.111000,  0.087100,  0.071900,  0.111600
 699,   40,  32.09222369,  118.83552382,  0.111000,  0.087100,  0.071900,  0.111600
 700,   40,  32.09222369,  118.83561365,  0.109500,  0.086300,  0.071700,  0.107900
 701,   40,  32.09222369,  118.83570348,  0.110200,  0.086800,  0.071000,  0.120300
 701,   41,  32.09213386,  118.83570348,  0.110900,  0.090100,  0.078200,  0.142500
 700,   41,  32.09213386,  118.83561365,  0.111500,  0.089300,  0.077200,  0.135800
 699,   41,  32.09213386,  118.83552382,  0.111700,  0.088800,  0.075100,  0.124300
 698,   41,  32.09213386,  118.83543399,  0.111700,  0.088800,  0.075100,  0.124300
 702,   41,  32.09213386,  118.83579332,  0.112300,  0.091500,  0.078500,  0.140300
 758,   66,  32.08988807,  118.84082388,  0.108000,  0.084900,  0.073700,  0.102100
 754,   66,  32.08988807,  118.84046456,  0.109000,  0.088900,  0.074000,  0.119800
 755,   66,  32.08988807,  118.84055439,  0.109900,  0.087200,  0.074100,  0.118000
 756,   66,  32.08988807,  118.84064422,  0.111100,  0.085700,  0.075700,  0.118500
 757,   66,  32.08988807,  118.84073405,  0.110600,  0.086500,  0.075400,  0.111100
 754,   67,  32.08979824,  118.84046456,  0.108700,  0.085900,  0.076500,  0.119600
 755,   67,  32.08979824,  118.84055439,  0.108700,  0.086000,  0.075200,  0.116100
 756,   67,  32.08979824,  118.84064422,  0.109500,  0.085300,  0.074200,  0.115700
 757,   67,  32.08979824,  118.84073405,  0.107500,  0.085100,  0.073100,  0.112800
 758,   67,  32.08979824,  118.84082388,  0.106500,  0.083200,  0.072300,  0.103700
 756,   68,  32.08970841,  118.84064422,  0.110000,  0.085500,  0.072700,  0.111400
 754,   68,  32.08970841,  118.84046456,  0.109500,  0.087000,  0.076900,  0.117500
 755,   68,  32.08970841,  118.84055439,  0.107900,  0.086200,  0.074700,  0.113400
 757,   68,  32.08970841,  118.84073405,  0.108100,  0.085200,  0.071200,  0.114200
 758,   68,  32.08970841,  118.84082388,  0.107500,  0.084600,  0.070800,  0.110600
 755,   69,  32.08961858,  118.84055439,  0.109000,  0.086500,  0.073500,  0.115800
 756,   69,  32.08961858,  118.84064422,  0.110000,  0.086200,  0.071800,  0.124200
 757,   69,  32.08961858,  118.84073405,  0.108300,  0.085500,  0.070200,  0.120700
 758,   69,  32.08961858,  118.84082388,  0.107900,  0.084300,  0.070700,  0.112000
 754,   69,  32.08961858,  118.84046456,  0.109700,  0.086800,  0.075600,  0.113900
 758,   70,  32.08952875,  118.84082388,  0.107600,  0.084400,  0.070800,  0.125600
 757,   70,  32.08952875,  118.84073405,  0.108000,  0.085500,  0.070200,  0.133900
 756,   70,  32.08952875,  118.84064422,  0.108500,  0.085800,  0.071200,  0.140900
 755,   70,  32.08952875,  118.84055439,  0.107600,  0.085600,  0.072800,  0.131300
 754,   70,  32.08952875,  118.84046456,  0.107600,  0.085600,  0.072800,  0.131300
 299,   71,  32.08943892,  118.79959121,  0.112100,  0.087900,  0.070500,  0.150700
 300,   71,  32.08943892,  118.79968104,  0.112000,  0.088700,  0.071400,  0.147700
 301,   71,  32.08943892,  118.79977087,  0.112000,  0.088700,  0.071400,  0.147700
 302,   71,  32.08943892,  118.79986071,  0.113200,  0.090100,  0.076100,  0.163100
 298,   71,  32.08943892,  118.79950138,  0.109400,  0.088100,  0.068300,  0.134500
 302,   72,  32.08934908,  118.79986071,  0.113200,  0.090000,  0.071200,  0.160600
 301,   72,  32.08934908,  118.79977087,  0.112500,  0.091900,  0.071300,  0.169000
 300,   72,  32.08934908,  118.79968104,  0.112500,  0.091900,  0.071300,  0.169000
 299,   72,  32.08934908,  118.79959121,  0.112200,  0.090300,  0.071500,  0.176900
 298,   72,  32.08934908,  118.79950138,  0.110100,  0.088800,  0.067900,  0.153800
 301,   73,  32.08925925,  118.79977087,  0.113100,  0.091200,  0.074300,  0.164200
 299,   73,  32.08925925,  118.79959121,  0.111600,  0.090600,  0.072300,  0.174700
 300,   73,  32.08925925,  118.79968104,  0.113100,  0.091200,  0.074300,  0.164200
 302,   73,  32.08925925,  118.79986071,  0.112900,  0.090200,  0.076900,  0.146300
 298,   73,  32.08925925,  118.79950138,  0.111600,  0.090400,  0.074300,  0.171600
 302,   74,  32.08916942,  118.79986071,  0.111600,  0.088500,  0.071600,  0.144500
 300,   74,  32.08916942,  118.79968104,  0.111400,  0.086700,  0.069000,  0.141500
 301,   74,  32.08916942,  118.79977087,  0.111400,  0.086700,  0.069000,  0.141500
 299,   74,  32.08916942,  118.79959121,  0.111800,  0.088900,  0.072300,  0.142500
 298,   74,  32.08916942,  118.79950138,  0.113400,  0.091500,  0.078000,  0.144400
 298,   75,  32.08907959,  118.79950138,  0.112000,  0.089500,  0.072700,  0.135200
 299,   75,  32.08907959,  118.79959121,  0.110800,  0.089200,  0.069000,  0.146100
 300,   75,  32.08907959,  118.79968104,  0.109200,  0.086200,  0.066000,  0.156100
 301,   75,  32.08907959,  118.79977087,  0.109200,  0.086200,  0.066000,  0.156100
 302,   75,  32.08907959,  118.79986071,  0.111700,  0.089100,  0.068300,  0.162700
 661,  116,  32.08539650,  118.83211022,  0.110700,  0.088400,  0.072100,  0.158200
 659,  116,  32.08539650,  118.83193056,  0.111900,  0.091800,  0.077800,  0.166000
 660,  116,  32.08539650,  118.83202039,  0.110700,  0.088400,  0.072100,  0.158200
 662,  116,  32.08539650,  118.83220006,  0.108500,  0.086800,  0.071700,  0.149300
 663,  116,  32.08539650,  118.83228989,  0.108300,  0.086200,  0.071500,  0.144700
 660,  117,  32.08530667,  118.83202039,  0.109100,  0.090300,  0.072800,  0.165000
 661,  117,  32.08530667,  118.83211022,  0.109100,  0.090300,  0.072800,  0.165000
 663,  117,  32.08530667,  118.83228989,  0.109400,  0.085900,  0.069900,  0.147400
 659,  117,  32.08530667,  118.83193056,  0.110600,  0.092500,  0.076800,  0.158500
 662,  117,  32.08530667,  118.83220006,  0.108900,  0.088400,  0.072000,  0.154300
 662,  118,  32.08521683,  118.83220006,  0.110400,  0.091000,  0.072700,  0.159900
 660,  118,  32.08521683,  118.83202039,  0.109800,  0.090700,  0.077100,  0.162900
 661,  118,  32.08521683,  118.83211022,  0.109800,  0.090700,  0.077100,  0.162900
 663,  118,  32.08521683,  118.83228989,  0.107700,  0.088700,  0.069800,  0.157200
 659,  118,  32.08521683,  118.83193056,  0.109500,  0.090200,  0.076300,  0.148700
 660,  119,  32.08512700,  118.83202039,  0.111100,  0.090100,  0.075400,  0.149300
 661,  119,  32.08512700,  118.83211022,  0.111100,  0.090100,  0.075400,  0.149300
 663,  119,  32.08512700,  118.83228989,  0.108100,  0.088700,  0.070000,  0.159000
 659,  119,  32.08512700,  118.83193056,  0.110300,  0.090800,  0.073900,  0.154000
 662,  119,  32.08512700,  118.83220006,  0.109700,  0.090000,  0.071800,  0.151800
 659,  120,  32.08503717,  118.83193056,  0.110400,  0.091900,  0.072300,  0.161400
 662,  120,  32.08503717,  118.83220006,  0.110400,  0.089900,  0.072900,  0.151200
 661,  120,  32.08503717,  118.83211022,  0.109700,  0.092000,  0.074000,  0.155100
 660,  120,  32.08503717,  118.83202039,  0.109700,  0.092000,  0.074000,  0.155100
 663,  120,  32.08503717,  118.83228989,  0.109700,  0.088300,  0.070500,  0.149400
 464,  129,  32.08422869,  118.81441341,  0.109200,  0.084800,  0.067200,  0.120800
 465,  129,  32.08422869,  118.81450324,  0.109200,  0.084800,  0.067200,  0.120800
 466,  129,  32.08422869,  118.81459308,  0.108400,  0.087200,  0.065800,  0.152400
 627,  129,  32.08422869,  118.82905595,  0.107300,  0.084500,  0.070300,  0.125700
 468,  129,  32.08422869,  118.81477274,  0.110800,  0.087800,  0.069700,  0.135000
 631,  129,  32.08422869,  118.82941528,  0.110600,  0.086500,  0.073600,  0.127600
 630,  129,  32.08422869,  118.82932545,  0.108500,  0.085900,  0.070600,  0.128600
 629,  129,  32.08422869,  118.82923561,  0.108500,  0.085900,  0.070600,  0.128600
 628,  129,  32.08422869,  118.82914578,  0.107600,  0.084300,  0.070300,  0.128500
 467,  129,  32.08422869,  118.81468291,  0.109600,  0.086700,  0.068100,  0.149400
 627,  130,  32.08413886,  118.82905595,  0.108700,  0.085400,  0.069200,  0.122500
 628,  130,  32.08413886,  118.82914578,  0.107800,  0.085900,  0.069800,  0.123500
 629,  130,  32.08413886,  118.82923561,  0.107400,  0.084800,  0.070300,  0.126200
 630,  130,  32.08413886,  118.82932545,  0.107400,  0.084800,  0.070300,  0.126200
 631,  130,  32.08413886,  118.82941528,  0.109500,  0.086000,  0.074300,  0.128700
 464,  130,  32.08413886,  118.81441341,  0.110200,  0.084900,  0.066900,  0.130500
 465,  130,  32.08413886,  118.81450324,  0.110200,  0.084900,  0.066900,  0.130500
 466,  130,  32.08413886,  118.81459308,  0.108400,  0.087000,  0.066400,  0.150500
 468,  130,  32.08413886,  118.81477274,  0.112200,  0.087900,  0.070900,  0.128700
 467,  130,  32.08413886,  118.81468291,  0.109200,  0.086300,  0.066800,  0.143000
 630,  131,  32.08404902,  118.82932545,  0.109600,  0.087500,  0.075100,  0.135000
 631,  131,  32.08404902,  118.82941528,  0.109300,  0.086600,  0.075900,  0.128600
 629,  131,  32.08404902,  118.82923561,  0.109600,  0.087500,  0.075100,  0.135000
 628,  131,  32.08404902,  118.82914578,  0.109800,  0.089200,  0.076700,  0.135800
 627,  131,  32.08404902,  118.82905595,  0.108700,  0.086000,  0.072700,  0.131900
 464,  131,  32.08404902,  118.81441341,  0.110100,  0.086300,  0.065800,  0.153300
 465,  131,  32.08404902,  118.81450324,  0.110100,  0.086300,  0.065800,  0.153300
 466,  131,  32.08404902,  118.81459308,  0.108000,  0.086600,  0.064900,  0.151800
 467,  131,  32.08404902,  118.81468291,  0.109900,  0.087600,  0.067800,  0.158700
 468,  131,  32.08404902,  118.81477274,  0.114100,  0.088300,  0.073700,  0.136200
 631,  132,  32.08395919,  118.82941528,  0.108400,  0.086700,  0.076700,  0.125800
 467,  132,  32.08395919,  118.81468291,  0.109900,  0.087300,  0.068800,  0.162500
 466,  132,  32.08395919,  118.81459308,  0.108500,  0.087500,  0.066000,  0.164800
 465,  132,  32.08395919,  118.81450324,  0.108500,  0.087500,  0.066000,  0.164800
 464,  132,  32.08395919,  118.81441341,  0.110100,  0.087000,  0.065700,  0.150900
 627,  132,  32.08395919,  118.82905595,  0.108100,  0.084900,  0.070800,  0.127800
 628,  132,  32.08395919,  118.82914578,  0.110200,  0.088700,  0.075100,  0.134900
 629,  132,  32.08395919,  118.82923561,  0.110100,  0.087600,  0.074400,  0.133300
 630,  132,  32.08395919,  118.82932545,  0.110100,  0.087600,  0.074400,  0.133300
 468,  132,  32.08395919,  118.81477274,  0.113000,  0.088400,  0.074300,  0.133800
 629,  133,  32.08386936,  118.82923561,  0.107700,  0.083800,  0.069300,  0.116600
 630,  133,  32.08386936,  118.82932545,  0.107700,  0.083800,  0.069300,  0.116600
 628,  133,  32.08386936,  118.82914578,  0.108700,  0.085200,  0.069300,  0.121900
 627,  133,  32.08386936,  118.82905595,  0.108300,  0.084200,  0.069800,  0.120800
 464,  133,  32.08386936,  118.81441341,  0.109500,  0.085400,  0.067700,  0.118700
 468,  133,  32.08386936,  118.81477274,  0.110800,  0.087200,  0.069700,  0.124700
 467,  133,  32.08386936,  118.81468291,  0.109300,  0.085900,  0.065300,  0.123100
 466,  133,  32.08386936,  118.81459308,  0.108100,  0.083900,  0.066000,  0.124300
 465,  133,  32.08386936,  118.81450324,  0.108100,  0.083900,  0.066000,  0.124300
 631,  133,  32.08386936,  118.82941528,  0.107400,  0.085600,  0.074000,  0.118200
 485,  141,  32.08315071,  118.81629987,  0.114500,  0.093500,  0.078200,  0.151000
 486,  141,  32.08315071,  118.81638971,  0.114500,  0.093500,  0.078200,  0.151000
 487,  141,  32.08315071,  118.81647954,  0.114300,  0.091600,  0.073800,  0.148000
 488,  141,  32.08315071,  118.81656937,  0.113700,  0.091300,  0.072500,  0.142300
 484,  141,  32.08315071,  118.81621004,  0.114900,  0.094700,  0.078800,  0.152200
 485,  142,  32.08306088,  118.81629987,  0.113200,  0.090900,  0.076000,  0.140700
 486,  142,  32.08306088,  118.81638971,  0.113200,  0.090900,  0.076000,  0.140700
 484,  142,  32.08306088,  118.81621004,  0.112200,  0.090200,  0.075900,  0.137800
 488,  142,  32.08306088,  118.81656937,  0.113600,  0.092200,  0.074300,  0.151000
 487,  142,  32.08306088,  118.81647954,  0.113700,  0.091200,  0.074100,  0.148400
 486,  143,  32.08297105,  118.81638971,  0.111600,  0.088600,  0.071600,  0.139100
 488,  143,  32.08297105,  118.81656937,  0.112800,  0.090400,  0.075900,  0.144300
 487,  143,  32.08297105,  118.81647954,  0.112100,  0.089400,  0.073700,  0.143900
 485,  143,  32.08297105,  118.81629987,  0.111600,  0.088600,  0.071600,  0.139100
 484,  143,  32.08297105,  118.81621004,  0.112100,  0.089300,  0.072900,  0.139100
 484,  144,  32.08288121,  118.81621004,  0.113200,  0.090800,  0.074500,  0.140900
 485,  144,  32.08288121,  118.81629987,  0.112300,  0.088600,  0.072000,  0.140400
 486,  144,  32.08288121,  118.81638971,  0.111100,  0.088300,  0.073300,  0.138300
 487,  144,  32.08288121,  118.81647954,  0.111100,  0.088300,  0.073300,  0.138300
 488,  144,  32.08288121,  118.81656937,  0.112800,  0.089800,  0.074000,  0.125900
 486,  145,  32.08279138,  118.81638971,  0.112300,  0.088700,  0.074000,  0.140100
 484,  145,  32.08279138,  118.81621004,  0.112900,  0.091100,  0.076100,  0.144200
 485,  145,  32.08279138,  118.81629987,  0.111900,  0.089000,  0.072500,  0.145500
 487,  145,  32.08279138,  118.81647954,  0.112300,  0.088700,  0.074000,  0.140100
 488,  145,  32.08279138,  118.81656937,  0.112100,  0.089700,  0.074100,  0.129600
 685,  152,  32.08216256,  118.83426618,  0.110300,  0.086700,  0.073500,  0.135400
 686,  152,  32.08216256,  118.83435601,  0.105100,  0.083800,  0.071400,  0.132000
 687,  152,  32.08216256,  118.83444584,  0.107500,  0.083500,  0.072300,  0.127400
 688,  152,  32.08216256,  118.83453568,  0.106000,  0.082200,  0.070200,  0.121800
 689,  152,  32.08216256,  118.83462551,  0.105700,  0.079900,  0.068700,  0.119400
 686,  153,  32.08207273,  118.83435601,  0.105400,  0.081200,  0.069400,  0.128200
